NUMERO,PERGUNTA,RESP1,RESP2,RESP3,RESP4,CERTA,TIPO,FLAG,JA_FOI,MATERIA
2331,"JOHN WILL GO TO THE LIBRARY WITH ME TAMBÉM PODE SER ESCRITO:","THEY WILL GO TO THE LIBRARY","I AM GOING TO THE LIBRARY","WE WILL GO TO THE LIBRARY","THEY ARE GOING TO THE LIBRARY","3","B",,"N","I"
2332,"O QUE SIGNIFICA ""CORK -SCREW""?","CHAVEIRO","SACA-ROLHAS","BARCO","CHICOTE","2","B",,"N","I"
2333,"WHICH OF THE FOLLOWING WORDS IS A POSSESSIVE PRONOUN?","MINE","HE","UP","WE","1","B",,"N","I"
2334,"QUAL É O PLURAL DE ""PIG""?","PIGYS","PIGS","PIGIS","PIGIES","2","B",,"N","I"
2335,"O QUE SIGNIFICA A PALAVRA INGLESA ""OLD""?","ALVO","VELHO","OVO","OURO","2","B",,"N","I"
2336,"COMO SE DIZ ""GALINHA"" EM INGLÊS?","KITCHEN","CHICKEN","PEN","PENOSA","2","B",,"N","I"
2337,"O QUE SIGNIFICA A PALAVRA INGLESA ""FATHER""?","FILHA","PRIMO","PAI","MÃE","3","B",,"N","I"
2354,"O QUE SIGNIFICA A PALAVRA INGLESA ""FAST""?","RÁPIDO","COMIDA","ENTREGA","OBRIGADO","1","B",,"N","I"
2339,"O QUE SIGNIFICA A PALAVRA INGLESA ""DRINK""?","COMIDA","CARRO","BEBIDA","CASA","3","B",,"N","I"
2325,"O QUE SIGNIFICA A PALAVRA INGLESA ""BIRD""?","PÁSSARO","COMIDA","BANDA","BRAÇO","1","B",,"N","I"
2341,"O QUE SIGNIFICA A PALAVRA INGLESA ""AFTER""?","AGORA","ONTEM","AMANHÃ","DEPOIS","4","B",,"N","I"
2004,"EM INGLÊS, O QUE SIGNIFICA A PALAVRA ""CHAIR""?","CADEIRA","CHÃO","MESA","BOLA","1","B",,"N","I"
2342,"COMPLETE: ""HOW ______ CHILDREN DO YOU HAVE""?","MANY","NONE","MUCH","OFTEN","1","B",,"N","I"
2173,"A PALAVRA INGLESA ""ANT"" EM PORTUGÊS SIGNIFICA...","FORMIGA","BOLA","MENINA","PAI","1","B",,"N","I"
2344,"A PALAVRA ""MILK"" EM INGLÊS SIGNIFICA:","ÁGUA","SUCO","LEITE","QUEIJO","3","B",,"N","I"
2345,"WHAT DO YOU CALL A GROUP OF BANANAS?","A CLUTCH","A BEND","A STRAND","A BUNCH","4","B",,"N","I"
2346,"WHAT WOULD YOU WRITE AT THE END OF A FORMAL LETTER WHICH BEGINS "" DEAR SIR OR MADAM ""?","YOURS","YOURS FAITHFULLY","MY BEST REGARDS","YOURS SINCERELY","2","B",,"N","I"
2347,"NOS PAÍSES DE LÍNGUA INGLESA, PLACAS E LETREIROS COM A PALAVRA ""EXIT"" INDICAM:","ENTRADA","SANITÁRIOS","LANCHONETE","SAÍDA","4","B",,"N","I"
2348,"WHERE DOES FATHER CHRISTMAS LEAVE PRESENTS?","IN THE CHIMNEY","BY THE FIREPLACE","IN A STOCKING","UNDER THE TABLE","3","B",,"N","I"
2349,"WHICH OF THIS THINGS IS USED BY WOMEN?","MOUSTACHE","BOW TIE","MAKE-UP","BEARD","3","B",,"N","I"
2350,"ARE YOU ____________________?","ON WORK","AT WORK","ON JOB","WORK","2","B",,"N","I"
2351,"THEIR DAUGHTER IS WITH_______________________.","HE","HERE","HIS  ","HIM","4","B",,"N","I"
2352,"HE IS _________________________.","IN HOME","IN THE HOME","AT HOME","AT THE HOME","3","B",,"N","I"
2386,"WHEN DO YOU CELEBRATE NEW YEAR'S EVE?","ON DECEMBER 24TH","ON DECEMBER 25TH","ON DECEMBER 31ST","ON JANUARY 1ST","3","B",,"N","I"
2326,"PETER ________________WATCHING TV.","NOT LIKE ","DOESN'T LIKE","DON'T","LIKE","2","B",,"N","I"
2370,"CHRISTMAS EVE MEANS__________________?","THE EVENING ON DECEMBER 24TH","THE MORNING ON DECEMBER 25TH","THE EVENING ON DECEMBER 25TH","THE MORNING ON DECEMBER 24TH","1","B",,"N","I"
2416,"I ______________ ENGLISH.","IS LEARNING","LEARNING","AM LEARNING","ARE LEARNING","3","B",,"N","I"
2417,"WHAT DO THE BRITISH USUALLY EAT ON CHRISTMAS LUNCH?","FRIEND COD AND POTATOES","PORRIDGE","ROAST TURKEY","NOTHING SPECIAL","3","B",,"N","I"
2418,"HOW DOES FATHER CHRISTMAS COME TO BRING PRESENTS?","HE USES THE DOOR","HE COMES THROUGH THE WINDOW","HE ONLY RINGS THE DOORBELL BUT NEVER COMES IN","HE COMES DOWN THE CHIMNEY","4","B",,"N","I"
2419,"WHAT DO PEOPLE HANG IN THEIR LIVING ROOMS ON CHRISTMAS?","CHRISTMAS TREE","MISTLETOE","CURTAINS","THEMSELVES","2","B",,"N","I"
2420,"CHRISTMAS DAY IS ...","ON DECEMBER 26TH","ON DECEMBER 25TH","ON DECEMBER 24TH","NONE OF THESE ANSWERS IS CORRECT","2","B",,"N","I"
2421,"WHEN DO PEOPLE GET CHRISTMAS PRESENTS IN BRITAIN?","IN THE MORNING ON DECEMBER 25TH","IN THE EVENING ON DECEMBER 24 TH","IN THE EVENING ON DECEMBER 25TH","IN THE MORNING ON DECEMBER 24TH","1","B",,"N","I"
2422,"AN ANDROID IS ANY ROBOT THAT...","HAS MORE THAN ONE BASIC FUNCTION","HAS THE ABILITY TO MAKE DECISIONS AND FORMULATE PLANS","IS BUILT BY OTHER ROBOTS","LOOKS AND ACTS LIKE A HUMAN","4","B",,"N","I"
2423,"WHAT DO PEOPLE DO IN BRITAIN ON DECEMBER 26TH ( BOXING DAY )?","THEY GO SHOPPING","THEY ARE PREPARING TURKEY","NOTHING SPECIAL","THEY GIVE ""BOXES"". I.E. PRESENTS FOR SERVICES (FOR MILKEN, POSTMEN, ...)","4","B",,"N","I"
2424,"IS YOUR CAR _____________________ PETER'S?","NICER THAN","MORE NICE","NICELY THAN","NICER","1","B",,"N","I"
2425,"WE ______________________ SINCE FRIDAY.","TRAVEL","HAVE BEEN TRAVELLING","ARE TRAVELLING","WAS TRAVELLING","2","B",,"N","I"
2426,"HE _______________________.","ARRIVED  TWO WEEKS AGO","HAS ARRIVED TWO WEEKS AGO","ARRIVED SINCE TWO WEEKS","HAS ARRIVED SINCE TWO WEEKS","1","B",,"N","I"
2427,"PETER DOESN'T LIKE IT.","NEITHER DOES MARY","MARY DOESN'T TOO","SO DOESN'T MARY","EITHER DOESN'T MARY","1","B",,"N","I"
2444,"HE IS _______________________.","SO OLD AS ME","AS OLD AS I","OLD AS ME","AS OLD AS ME","4","B",,"N","I"
2429,"I _____________________ THIS TEST.","DOING","AM DOING","DO DOING","DOES","2","B",,"N","I"
2415,"I _________________SPEAK ENGLISH.","DON'T CAN","CANNOT","DOESN'T CAN","NOT CAN","2","B",,"N","I"
2431,"I LIVE ___________________ SAN FRANCISCO.","AT","IN","ON","TO","2","B",,"N","I"
2432,"IF YOU SQUEEZE A LUMP OF COAL FOR A LONG TIME AT VERY HIGH TEMPERATURES, YOU WOULD END UP WITH?","GRAPHITE","VOLCANIC GLASS, ALSO KNOW AS OBSIDIAN","A SMALLER LUMP OF COAL","A DIAMOND","4","B",,"N","I"
2433,"HE IS _______________________ THERE.","HAVING","GOING","GETTING","HOLDING","2","B",,"N","I"
2434,"THESE BOOKS ARE ___________________.","TO YOU","YOURS","YOUR","OF YOU","2","B",,"N","I"
2435,"_________________________ EARLY IN THE MORNING?","DOES HE GET UP","DOES HE UP","GETS HE UP","GET HE UP","1","B",,"N","I"
2436,"HOW _________________ YOU DO ?","ARE","IS","DO","OLD","3","B",,"N","I"
2437,"DO YOU LIKE IT?","YES, I LIKE YOU","YES, I DO","NO, I DO","YES, YOU DO","2","B",,"N","I"
2438,"WHAT DO YOU SAY AT 9 A M ?","GOOD AFTERNOON","GOOD-BYE","GOOD EVENING","GOOD MORNING","4","B",,"N","I"
2439,"_____________________ TV LAST NIGTH?","WILL YOU","WATCHED YOU","DID YOU WATCH","DO YOU WATCHED","3","B",,"N","I"
2440,"THE PAST PARTICIPLE OF ""RIDE"" IS:","RIDDEN","RODE","RIDING","RIDEIN","1","B",,"N","I"
2441,"WHICH OF THIS PLACES WE CANNOT SEE WAVES?","OCEAN","SEA","FOREST","SWIMMING POOL","3","B",,"N","I"
2442,"QUAL É O ANTÔNIMO DE ""TRUTH""?","FORTUNE","LIE","FOOLISH","POLITE","2","B",,"N","I"
2443,"THIS TROUSERS ARE VERY TIGHT, SIGNIFICA: ESTA CALÇA ESTÁ MUITO ________.","APERTADA","COMPRIDA","LARGA","CURTA","1","B",,"N","I"
2400,"I WASH MY CLOTHES AT THE:","MECHANIC","LAUNDRY","HAIRDRESSER","BAKERY","2","B",,"N","I"
2398,"COMPLETE THE SENTENCE: ""LET ME CARRY ______________"".","ONE HOUR AGO","PAY THE BILL","THOSE BAGS FOR YOU","A LIFT","3","B",,"N","I"
2428,"KINETIC ENERGY IS ...","LIFE ENERGY,POSSESSED ONLY BY LIVING ORGANISMS","ONLY IMPORTANT AT SUBATOMIC DISTANCES","ENERGY OF MOVEMENT","A RARE FORM OF ENERGY SOMETIMES OBSERVED IN DEEP SPACE","3","B",,"N","I"
2387,"COMPLETE THE SENTENCE: ""TURN OFF THE ______"".","WINDOW","RADIO","BOOK","BREAD","2","B",,"N","I"
2388,"THE PERSON WHO CONSTRUCTS BUILDINGS IS THE:","CARETAKER","DETECTIVE","ENGINEER","POSTMAN","3","B",,"N","I"
2389,"COMPLETE: ""I __________ ON THE SOFA.""","FROZE","BOUGHT","SAT DOWN","MET","3","B",,"N","I"
2390,"THE ELEPHANT HAS GOT:","WINGS","TRUNK","BEAK","MUZZLE","2","B",,"N","I"
2391,"TEENAGER É O MESMO QUE:","ADOLESCENTE","IDOSO","BEBÊ","ADULTO","1","B",,"N","I"
2392,"COMPLETE: ""I WILL SEE HER _________"".","LAST WEEK","YESTERDAY","LAST YEAR","TOMORROW","4","B",,"N","I"
2393,"CARNE ASSADA EM INGLÊS É:","CARROTS SOUP","ROAST BEEF","FRIED SCAMPI","CHICKEN CASSEROLE","2","B",,"N","I"
2394,"BELOW IS THE SAME AS:","ABAIXO DE","EM CIMA DE","DENTRO DE","AO LADO DE","1","B",,"N","I"
2395,"UNLOCK É O MESMO QUE:","ACENDER","DESTRANCAR","APAGAR","FECHAR","2","B",,"N","I"
2396,"COMPLETE: ""THE BELL ________"".","FIGHTS","THINKS","CUTS","RINGS","4","B",,"N","I"
2397,"THE METAL MERCURY...","IS THE HARDEST KNOWN METAL","IS A LIQUID AT ROOM TEMPERATURE","IS HIGHLY RADIOACTIVE","IS EXTENSIVELY USED IN AIRCRAFT CONTRUCTION","2","B",,"N","I"
2414,"UNLIKE MOST OTHER FISH, SHARKS HAVE NO...","BONES","TEETH","GILLS","LIVER","1","B",,"N","I"
2399,"THE GALAXY WE LIVE IN IS CALLED THE MILKY WAY. IT IS SHAPED APPROXIMATELY LIKE...","A ROUND BALL","A DOUGHNUT","A PRETZEL","A FLAT SPIRAL","4","B",,"N","I"
2385,"WHICH OF THE FOLLOWING BEVERAGES IS CARBONATED WATER?","COFFEE","TEA","SELTZER","MILK","3","B",,"N","I"
2401,"WHICH OF THE FOLLOWING PEOPLE TRADITIONAL WEARS A ""HARD HAT "" ON THE JOB?","FIREMAN","FOOTBALL PLAYER","CONSTRUCTION WORKER","POLICE OFFICER","3","B",,"N","I"
2402,"WHICH OF THIS WORDS IS NOT A KIND OF FOOD?","BLOOD","CAKE","DOUGHNUT","BISCUIT","1","B",,"N","I"
2403,"SHE HAS GOT WAVY HAIR. AS PALAVRAS ""WAVY"" E ""HAIR"" SIGNIFICAM:","CABELO ONDULADO","CABELO CURTO","CABELO LISO","CABELO COMPRIDO","1","B",,"N","I"
2404,"THIS IS MY BIKE É SEMELHANTE A:","THIS IS THEIRS","THESE ARE YOURS","THIS IS US","THIS IS MINE","4","B",,"N","I"
2405,"COMPLETE A FRASE COM O VERBO ADEQUADO: ""I AM ________ TV"".","SAW","WASHING","HEARD","WATCHING","4","B",,"N","I"
2406,"THE MONKEY IS A:","FISH","MAMMAL","MOLLUSK","REPTILE","2","B",,"N","I"
2407,"THE LOBSTER LIVES IN THE:","LAKE","SWIMMING POOL","SEA","TREE","3","B",,"N","I"
2408,"THE VULTURE IS A:","BIRD","AMPHIBIAM","REPTILE","FISH","1","B",,"N","I"
2409,"COMO SE DIZ ""FALTAM 15 MINUTOS PARA AS 11 HORAS""?","IT IS ELEVEN PAST TEM","IT IS A QUARTER TO ELEVEN","IT IS FIFTEEN PAST ELEVEN","IT IS A HALF PAST ELEVEN","2","B",,"N","I"
2410,"IT IS NOW BELIEVED THAT DINOSAURS BECAME EXTINCT BECAUSE OF...","VIRAL DISEASES","HUNTING BY EARLY HUMANS","A WORLDWIDE PERIOD OF GLIMATIC COOLING","A METEORITE IMPACT","4","B",,"N","I"
2411,"COMPLETE:""WHO LAUGHS________LAUGHS LONGEST""","LAST","MOST","LOUDEST","LEAST","1","B",,"N","I"
2412,"I'LL CALL YOU AS SOON AS I ______________________ THERE.","WILL GET","GET","GOT","SHALL GET","2","B",,"N","I"
2413,"O QUE SIGNIFICA ""TEACHER"" EM INGLÊS?","PROFESSOR","MÉDICO","MENINO","SALA","1","B",,"N","I"
2550,"O PLURAL DE HOMEM EM INGLÊS É:","MANS","MENS","MEN","MAN","3","B",,"N","I"
3879,"___________________ IS THE LARGEST CITY IN THE USA.","CHICAGO","SAN FRANCISCO","WASHINGTON, D.C.","NEW YOK CITY","4","C",,"N","I"
3896,"THE TEACHER SAID THE LITTLE BOY WAS ( HER FAVORITE).","AN ARM AND A LEG","THE APPLE OF HER EYE","AT ODDS","AS WELL AS","2","C",,"N","I"
3881,"AN ALBINO GORILLA USUALLY HAS WHAT COLOR FUR?","WHITE","GRAY","BLACK","BROWN","1","C",,"N","I"
3867,"THE BEST WAY TO ACHIEVE A HIGH LEVEL OF ""EVOLUTIONARY FITNESS ""IS...","EXERCISING REGULARLY","EATING HEALTHY FOODS","HAVING LOTS OF CHILDREN","ATTACKING OTHER ANIMALS","3","C",,"N","I"
3883,"NEWTON'S THIRD LAW OF MOTION CAN BE ROUGHLY STATED AS...","THE BIGGER THEY ARE, THE HARDER THEY FALL","WHAT GOES UP MUST COME DOWN","IF YOU SHOVE ME, I'LL SHOVE YOU BACK","NATURE ABHORS A VACUUM","3","C",,"N","I"
3884,"WHICH ANIMALS DID COLUMBUS BRING TO THE AMERICAS?","HORSES, COWS, PIGS, SHEEP AND CHICKENS","CATS, DOGS, BEARS AND COWS","RATS, SNAKES AND MOSQUITOES","CATS AND DOGS","1","C",,"N","I"
3885,"THE EXPLORATION OF CAVES IS CALLED...","PLUTONATION","SPELUNKING","KARSTING","UNDERMINING","2","C",,"N","I"
3886,"WHICH AMERICAN HOLIDAY WAS FIRST CELEBRATED BY THE PILGRIMS IN 1621 ?","CHRISTMAS","FOURTH JULY","EASTER","THANKSGIVING","4","C",,"N","I"
3887,"EVERY DAY UNTIL HIS DEATH AT AGE NINETY-SIX, THE NOTED CHEMIST ROBERT CHESEBROUGH WAS CAREFUL TO TAKE A SPOONFUL OF...","RAT POISON","SEAWATER","POWDERED SULPHUR","VASELINE","4","C",,"N","I"
3888,"WHAT IS THE RICHTER SCALE USED TO MEASURE?","THE WIND VELOCITY OF A TORNADO","PRECIPITATION","THE MAGNITUDE OF AN EARTHQUAKE","VOLCANO ACTIVITY","3","C",,"N","I"
3889,"CHARLES DARWIN BEGAN DEVELOPING HIS THEORY OF EVOLUTION WHILE VOYAGING ON A SHIP NAMED...","THE ENTERPRISE","THE BEAGLE","THE SANTA MARIA","THE ENDEAVOUR","2","C",,"N","I"
3890,"WHERE IS THE WORLD'S LARGEST BARRIER REEF ?","AUSTRALIA","RECIFE","HAWAI","CARIBEAN","1","C",,"N","I"
3891,"THE FIRST EUROPEAN TO REACH AUSTRALIA WAS PROBABLY...","SIR FRANCIS DRAKE, AN ENGLISH EXPLORER","WILLIAM JANSZ, A DUTCH NAVIGATOR","DANIEL DEFOE, AUTHOR OF ""ROBINSON CRUSOE ""","WILLIAM DAMPIER, A PIRATING ADVENTURER","2","C",,"N","I"
3892,"HE IS ( NOT VERY GOOD ) WHEN HE TRIES TO REPAIR SOMETHING IN HIS HOUSE.","ALL THUMBS","AN ARM AND A LEG","ALL EARS","ABOUT TIME","1","C",,"N","I"
4249,"THAT CAR MUST HAVE COST HIM (AN INCREDIBLY LARGE AMOUNT OF MONEY ).","THE APPLE OF HIS EYE","AT ODDS","AT HOME","AN ARM AND A LEG","4","C",,"N","I"
4239,"HE IS ( VERY FORGETFUL ) AND IS ALWAYS LOSING HIS GLASSES.","ALL THUMBS","ABSENT-MINDED","AS A RULE","ALL EARS","2","C",,"N","I"
4247,"( USUALLY ) I GET UP AND GO JOGGING BEFORE BREAKFAST EVERY SUNDAY.","AS A RULE","ALL OF A SUDDEN","ALL IN ALL","AT HEART","1","C",,"N","I"
4256,"HELIUM, NEON, ARGON, XENON, RADON AND KRYPTON FORM A GROUP OF ELEMENTS KNOWN AS...","SERIES H","THE NOBLE GASES","THE ALKALI EARTHS","THE X FACTORS","2","C",,"N","I"
4245,"THE EARLIEST KNOWN EUROPEAN SETTLEMENT IN THE AMERICAS IS...","NAVIDAD, HISPANIOLA ( NOW HAITI )","LÁNSE AUX MEADOWS, NEWFOUNDLAND","MACHU PICHU, PERU","LOS ANGELES, CALIFORNIA","2","C",,"N","I"
4266,"THE HALF-LIFE OF A RADIOACTIVE SUBSTANCE IS...","ABOUT 35 TO 40 YEARS","THE NUMBER OF GENETIC MUTATIONS IT CAN CAUSE WITHIN HALF NA HOUR","THE FULL LENGTH OF TIME REQUIRED FOR HALF OF ","HALF THE LENGTH OF TIME REQUIRED FOR ALL OF IT TO DECAY","3","C",,"N","I"
4243,"FERDINAND MAGELLAN IS GENERALLY KNOWN AS THE FIRST PERSON TO CIRCUMNAVIGATE THE WORLD. HOWEVER, HE...","WAS BEATEN TO IT BY NINTH-CENTURY VIKINGS","PROBABLY NEVER REALLY MADE THE VOYAGE AT ALL","ABANDONED THE VOYAGE WHEN HE REACHED TAHITI","TOOK TWO SEPARATE VOYAGE TO DO IT","4","C",,"N","I"
4285,"WHICH OF THE FOLLOWING INSTRUMENTS IS NOT USED FOR NAVIGATION?","SEXTANT","NOCTURNAL","THEODOLITE","ASTROLABE","3","C",,"N","I"
4241,"IT IS GOOD TO HAVE A KEEL ON A SEA-GOING VESSEL BECAUSE...","IT HELPS TO FEND OFF SHARKS","IT WILL WARN YOU OF SHALLOW WATER","IT KEEPS THE VESSEL FROM BEING BLOWN SIDEWAYS","IT STRENGTHENS THE HULL","3","C",,"N","I"
4264,"ARTHUR PEDRICK, A BRITISH INVENTOR, PATENTED NUMEROUS INVENTIONS, BUT NOT...","AN ELECTRIC HAIRBRUSH","A DEVICE FOR STEERING A GOLF BALL WHILE IN FLIGHT","A CAR THAT CAN BE DRIVEN FROM THE BACK SEAT","AN AMPHIBIOUS BICYCLE","1","C",,"N","I"
1977,"NO OLHO HUMANO, ONDE AS IMAGENS SÃO PROJETADAS?","NA RETINA","NO NERVO ÓPTICO","NO CRISTALINO","NA ÍRIS","1","B",,"N","C"
4432,"BOANA É COLETIVO DE QUÊ?","BISCOITOS","INSTRUMENTOS","PEIXES MIÚDOS","BANANAS","3","D",,"N","C"
4246,"THE FIRST MAN-MADE OBJECT TO MOVE FASTER THAN THE SPEED OF SOUND WAS...","A BULLET","AN AIRPLANE","A WHIP","A DISCUS","3","C",,"N","I"
4248,"_________________ IS THE IDIOM USED IN ORDER TO SAY THAT SOMEBODY IS VERY GOOD OR SPECIAL.","THE ""DOG'S EARS""","THE ""FAT CAT ""","THE ""CAT'S WHISKERS""","THE ""CLEVER FOX ""","3","C",,"N","I"
4273,"HOUSE, FLAT, HOTEL ARE ALL TYPES OF:","ACCOMMODATION","ACCOMODATION","ACOMODATION","ACOMMODATION","1","C",,"N","I"
4272,"WHICH OF THESE COUNTRIES WAS THE FIRST ONE IN THE WORLD TO ISSUE ADHESIVE POSTAGE STAMPS?","CANADA","GREAT BRITAIN","THE USA","IRELAND","2","C",,"N","I"
4271,"THANKSGIVING IS CELEBRATED IN ___________________.","THE USA","GREAT BRITAIN","AUSTRALIA","NEW ZEALAND","1","C",,"N","I"
4270,"THE TYPICAL THANKSGIVING MENU CONSISTS OF __________________.","TURKEY WITH BREAD STUFFING AND MASHED POTATOES","FRIED CARP AND POTATO SALAD","SMOKED SALMON AND SAUCE","FRIED CHICKEN AND RICE","1","C",,"N","I"
4269,"______________IS THE AUTHOR OF THE OLD MAN AND THE SEA, PUBLISHED IN 1952.","JOHN STEINBECK","JANE AUSTIN","ERNEST HEMINGWAY","AGATHA CHRISTIE","3","C",,"N","I"
4268,"WHAT DO YOU SAY IN A SHOP IF YOU ONLY WANT TO LOOK AND NOT BUY?","I'M JUST SURFING","I'M JUST VIEWING","I'M JUST SHOPLIFTING","I'M JUST BROWSING","4","C",,"N","I"
4267,"WHO IS MOST LIKELY TO SWING A CLUB?","A GOLFER","A BASKETBALL PLAYER","A TENNIS PLAYER","A CRICKET PLAYER","1","C",,"N","I"
4257,"CHOOSE THE CORRECT ANSWER. MY FATHER IS THE SORT OF PERSON WHO CALLS A SPADE A SPADE.  THIS MEANS HE...","HIDES HIS TRUE FEELINGS","GETS IMPATIENT EASILY","SAYS EXACTLY WHAT HE THINKS","LIKES GARDENING","3","C",,"N","I"
4265,"CHOOSE THE CORRECT PREPOSITION: IF YOU TAKE SOMETHING ___________HEART, YOU ARE VERY SENSITIVE.","FROM","AT","IN","TO  ","4","C",,"N","I"
4274,"IN AMERICA COLUMBUS FOUND _______________AND BROUGHT THESE PLANTS TO EUROPE.","WHEAT, SUNFLOWER AND BANANAS","BANANAS, APPLES, MUSHROOMS AND POTATOES","COFFEE, STAWBERRIES, POTATOES, APPLES AND BLUEBERRIES","CORN, POTATOES, TOMATOES, TOBACCO, CACAO AND BEANS","4","C",,"N","I"
4263,"THE MAIN DEFENSIVE WEAPON OF THE DINOSAUR CALLED IGUANODON WAS PROBABLY...","ITS TEETH","ITS HORNS","ITS TAIL","ITS THUMBS","4","C",,"N","I"
4262,"HE WAS ( ALL READY ) TO LEAVE THE HOUSE WHEN HIS FRIEND CAME OVER.","ABSENT - MINDED","ABOUT","AS A RULE","AT HEART","2","C",,"N","I"
4261,"__________________ WAS THE US PRESIDENT DURING THE CIVIL WAR.","F.D.ROOSEVELT","ABRAHAM LINCOLN","GEORGE WASHINGTON","THOMAS JEFFERSON","2","C",,"N","I"
4260,"WHY ______________ SOMETHING BACK FROM ME ?","IS SHE KEPT","IS SHE ALWAYS KEEPING","DOES SHE KEPT","DOES SHE KEEPS","2","C",,"N","I"
4259,"WE'RE GOING TO _______________HER WITH A DIFFERENT KIND OF DRUG.","HEAL","CURE","TREAT","INTOXICATE","3","C",,"N","I"
4258,"CAN YOU RECOMMEND SOME MEDICINE FOR A DRY ____________________?","SNEEZE","COUGH","COLD","HEADACHE","2","C",,"N","I"
4197,"WE'RE SURE HER ILLNESS WAS CAUSED BY ____________________.","OVERWORK","HEALTH","STAMINA","FITNESS","1","C",,"N","I"
4075,"MY SISTER __________________A MUSCLE WHILE LIFTING SOME FURNITURE.","PULLED","FRACTURED","CUT","BROKE","1","C",,"N","I"
4078,"I RUN EVERY DAY TO KEEP _______________________.","FAINT","UPSET","FAT","FIT","4","C",,"N","I"
4079,"COULD YOU HELP ME _________ THE TABLE?","LAID","LAY","LIE DOWN","LIE","2","C",,"N","I"
4080,"THE PRESIDENT IS THE HEAD OF ____________________","THE EXECUTIVE BRANCH","THE EXECUTIVE BRANCH AND THE SUPREME COURT","EVERYTHING","THE MAJOR POLITICAL PARTY","1","C",,"N","I"
4081,"THE MOUNT RUSHMORE NATIONAL MEMORIAL COMPRISES THE BUSTS OF THE FAMOUS US PRESIDENTS:","GEORGE WASHINGTON, J.F.KENNEDY AND ABRAHAM LINCOLN","GEORGE WASHINGTON, THOMAS JEFFERSON AND ABRAHAM LINCOLN","GEORGE WASHINGTON, ABRAHAM LINCOLN, THOMAS JEFFERSON AND THEODORE ROOSEVELT","GEORGE WASHINGTON AND J.F.KENNEDY","2","C",,"N","I"
4082,"NEW YORK CITY IS OFTEN NICKNAMED AS _________________","THE NEW WORLD","THE BIG PEACH","THE BIG APPLE","THE HUDSON ISLAND","3","C",,"N","I"
4083,"THE GRAVE OF J.F.KENNEDY IS AT _______________IN __________________.","HIS FAMILY CEMETERY; SAN FRANCISCO","ARLINGTON NATIONAL CEMETERY; WASHINGTON, D.C.","HIS FAMILY CEMETERY; NEW YORK","DALLA NATIONAL CEMETERY; DALLAS","2","C",,"N","I"
4084,"THE STATUE OF LIBERTY IN NEW YORK WAS A GIFT TO THE PEOPLE OF THE USA FROM _____________","FRANCE","ENGLAND","GREAT BRITAIN","GERMANY","1","C",,"N","I"
4085,"_______________ WAS ESTABLISHED IN 1636 AS THE US OLDEST INSTITUTION OF HIGHER LEARNING.","JAMESON UNIVERSITY","OXFORD UNIVERSITY","CAMBRIDGE UNIVERSITY","HARVARD UNIVERSITY","4","C",,"N","I"
4086,"I CAN ONLY GET THAT MEDICINE ON _________________.","ALLERGY","PRESCRIPTION","DESCRIPTION","HOSPITAL","2","C",,"N","I"
4087,"THE PRESIDENT IS ELECTED FOR A _______________TERM AND CAN BE ELECTED ONLY FOR _____________ CONSECUTIVE TERMS.","FOUR-YEAR; ONE","FIVE-YEAR; ONE","FOUR-YEAR; TWO","FIVE-YEAR; TWO","3","C",,"N","I"
4088,"THE SYSTEM OF CHECKS AND BALANCES ________________","MAY DEFEAT A BILL OF CONGRESS BY A VETO","RESTRICTS THE POWER OF EACH BRANCH","DOES NOT EXIST IN THE USA","DOES NOT WORK IN THE USA","2","C",,"N","I"
4089,"THE US FEDERAL GOVERNMENT HAS THESE SEPARATE BRANCHES: ________________","LEGISLATIVE AND THE GOVERNMENT","PARLIAMENT AND THE US PRESIDENT","LEGISLATIVE AND THE US PRESIDENT","LEGISLATIVE, EXECUTIVE AND JUDICIAL","4","C",,"N","I"
4106,"THE SENATE HAS _______________MEMBERS, __________ FROM EACH STATE.","435; A DIFFERENT NUMBER OF MEMBERS","500; 10 MEMBERS","100; 2 MEMBERS","200; 4 MEMBERS","3","C",,"N","I"
4091,"THE CONGRESS OF THE USA CONSISTS OF ___________________.","THE SENATE AND THE PRESIDENT","THE HOUSE OF REPRESENTATIVES AND THE SENATE","THE FEDERAL COURT SYSTEM","THE PRESIDENT AND CABINET","2","C",,"N","I"
4077,"THE CAPITOL IS THE SEAT__________________.","OF THE US PRESIDENT","IN NEW YORK","OF THE FEDERAL GOVERNMENT","OF CONGRESS","4","C",,"N","I"
4093,"THE CATHEDRAL OF ST. PETER AND ST. PAUL ____________________","IS IN LONDON","IS SITUATED IN NEW YORK","WAS BUILT IN 1826","IS KNOWN ALSO AS WASHINGTON NATIONAL CATHEDRAL","4","C",,"N","I"
4094,"WHICH IS THE WORLD'S SMALLEST OCEAN?","ARCTIC","INDIAN","ANTARCTIC","ATLANTIC","1","C",,"N","I"
4095,"I'M GOING TO HAVE A NEW CARPET ________ TOMORROW.","LIED","LIE DOWN","LAY DOWN","LAID","4","C",,"N","I"
4096,"GARY KNEW IT WAS YOU WHO _____________HIS BIKE.","BREAKS","WILL HAVE BREAK","BROKE","HAD BROKEN","4","C",,"N","I"
4097,"WE CAN COUNT ________HIM. JACK WILL CERTAINLY HELP US?","FOR","ON","AT","TO","2","C",,"N","I"
4098,"JAMES IS AS ________AS A TORTOISE.","SLOW","FAST","LAZY","CALM","1","C",,"N","I"
